 Instron DAT-file 
 ================ 
 
Test data:
----------
Filename : 	rope1.DAT
Date : 	 1AUG12  
User : 	bp                            
Sample ID : 	rope    
Machine : 	4505
Test Type : 	Tensile
Method number : 	0   	Tensile               kvds            6/10/2010             
Sample Temp : 	20	°C
Humidity : 	50	%
Speed : 	5	mm/min
Samplerate : 	10	pts/s
Specimen gauge length : 	400	mm
Grip distance : 	400	mm
 
Specimen data:
--------------
Specimen number : 	1
Specimen geometry : 	cylindrical
Surface : 	3.14	mm²
Diameter : 	2	mm
Extensometer removed at point :  0 
Max Load : 	3.511917	kN
Displ. at Max Load : 	.365631	mm
Comment : 	red rope
 
Test results :
--------------
Point nr.	Time [s]	Displ [mm]	Load [kN]
1618	161.8	13.452043	0.766144
1619	161.9	13.460629	0.766633
1620	162	13.46901	0.765576
1621	162.1	13.477189	0.765055
1622	162.2	13.486003	0.764898
1623	162.3	13.49403	0.765956
1624	162.4	13.502767	0.764549
1625	162.5	13.510641	0.764367
1626	162.6	13.519328	0.763705
1627	162.7	13.528395	0.763455
1628	162.8	13.536524	0.762872
1629	162.9	13.545007	0.763627
1630	163	13.552729	0.762955
1631	163.1	13.561643	0.762345
1632	163.2	13.57	0.763648
1633	163.3	13.578129	0.763413
1634	163.4	13.586993	0.761653
1635	163.5	13.594994	0.761033
1636	163.6	13.603757	0.761168
1637	163.7	13.611683	0.761767
1638	163.8	13.620394	0.760741
1639	163.9	13.628725	0.762017
1640	164	13.636447	0.761356
1641	164.1	13.645692	0.759595
1642	164.2	13.653847	0.760642
1643	164.3	13.662406	0.759058
1644	164.4	13.670712	0.760027
1645	164.5	13.679119	0.759709
1646	164.6	13.68773	0.760006
1647	164.7	13.69601	0.758834
1648	164.8	13.704392	0.759829
1649	164.9	13.712317	0.759558
1650	165	13.720953	0.75861
1651	165.1	13.729411	0.758391
1652	165.2	13.737132	0.75761
1653	165.3	13.746124	0.759902
1654	165.4	13.754151	0.759074
1655	165.5	13.762761	0.758881
1656	165.6	13.770686	0.757417
1657	165.7	13.77917	0.757234
1658	165.8	13.787552	0.757552
1659	165.9	13.796239	0.757834
1660	166	13.804849	0.757604
1661	166.1	13.812723	0.758011
1662	166.2	13.82136	0.756854
1663	166.3	13.829715	0.757656
1664	166.4	13.83792	0.757594
1665	166.5	13.846328	0.758136
1666	166.6	13.854354	0.757401
1667	166.7	13.863041	0.758678
1668	166.8	13.870635	0.758401
1669	166.9	13.879067	0.75799
1670	167	13.888035	0.757698
1671	167.1	13.895553	0.757682
1672	167.2	13.904113	0.758339
1673	167.3	13.912037	0.756625
1674	167.4	13.920673	0.756307
1675	167.5	13.929411	0.756698
1676	167.6	13.936802	0.755984
1677	167.7	13.945641	0.757198
1678	167.8	13.954073	0.757547
1679	167.9	13.962355	0.757526
1680	168	13.970356	0.755823
1681	168.1	13.978789	0.756479
1682	168.2	13.987399	0.756885
1683	168.3	13.995349	0.756484
1684	168.4	14.004113	0.75724
1685	168.5	14.011631	0.757761
1686	168.6	14.020724	0.756552
1687	168.7	14.028598	0.757391
1688	168.8	14.036522	0.756114
1689	168.9	14.045362	0.757349
1690	169	14.053439	0.756781
1691	169.1	14.061999	0.756583
1692	169.2	14.07	0.759094
1693	169.3	14.078433	0.757005
1694	169.4	14.086993	0.757156
1695	169.5	14.094993	0.754885
1696	169.6	14.10368	0.755281
1697	169.7	14.111681	0.755479
1698	169.8	14.120292	0.755062
1699	169.9	14.128674	0.754046
1700	170	14.136522	0.755036
1701	170.1	14.145006	0.755786
1702	170.2	14.153109	0.753937
1703	170.3	14.161669	0.752473
1704	170.4	14.17	0.753926
1705	170.5	14.178153	0.753254
1706	170.6	14.186687	0.753671
1707	170.7	14.194714	0.75291
1708	170.8	14.20335	0.753884
1709	170.9	14.211325	0.754129
1710	171	14.220291	0.754239
1711	171.1	14.228725	0.753228
1712	171.2	14.236548	0.751821
1713	171.3	14.245641	0.752639
1714	171.4	14.253718	0.752551
1715	171.5	14.262355	0.752097
1716	171.6	14.270227	0.752504
1717	171.7	14.278483	0.751675
1718	171.8	14.287043	0.751462
1719	171.9	14.294613	0.752723
1720	172	14.30335	0.752707
1721	172.1	14.311274	0.752915
